commit,author_date,origin,subject,coverage,disposition,notes
6cc725e0e64b48d0f62d2691642de27eaef54915,2026-09-22T15:52:58+08:00,local,Add optional MP5-per-second model and matched Mage comparisons,engine-reviewed,explicit assumption; correctly scoped,"Opt-in MP5 alternate multiplies only the MP5 contribution; no Spirit/direct-return change, false by default and preserved through profiles. It is not used in current rankings."
6dfaa86594df0b6ecb7133049004bf399624bf45,2026-09-22T16:20:59+08:00,local,Fix Lightning Shield cooldown reset and record engine comparison,engine-reviewed,supported removal; no claimed gain,No source supports Lightning Shield resetting Earth Shock. Shared shock cooldown already prevented the proposed recycling exploit; do not claim an established DPS gain from removal.
8d4127a06290291c07e430c399c96fde7822afbc,2026-09-22T16:29:10+08:00,local,Clarify shared shock cooldown protection in audit,integration-reviewed,,Shared shock-CD qualification matches code; no restored unsupported reset.
19905bd3bf81b376e8655db79c1616aaac16d5fa,2026-09-22T18:49:03+08:00,local,Restore Classic spell swing resets and explicit weapon-cast exceptions,engine-reviewed,approved model; source limits explicit,Original cast/reset helper restored with explicit Slam/Aimed/weapon-shot exceptions. LB instant full-swing reset remains part of the modeled behavior and superseded research is kept separate.
a21ec111784b515c4f35a9244ae83356285c32d2,2026-09-22T19:19:14+08:00,local,Unify Forever druid crit aura and use one provider in benchmarks,engine-reviewed,already correct,Either druid aura supplies one 3% global crit bonus; OR prevents stacking and party-scope regression covers isolation.
a590c8fd422b2f1d0a818eb3b8713440ebecd707,2026-09-22T20:48:43+08:00,local,Integrate validated DPS builds and distinct hybrid profiles,integration-reviewed,,Research integration has distinct hybrid identities and fixed-profile anchors. Current all-profile preset equality and legality regression passes; historical research caveats remain.
aab07da4b34f59517f780caa93138163f8f205e0,2026-09-22T21:04:55+08:00,local,Require a real off-hand weapon for imbue bonuses,engine-reviewed,already correct,HasOHWeapon excludes empty hands/shields from weapon-imbue stats; raw obsolete consume flags no longer grant bonuses.
b25c77aed4a870cde68daa4bbf7ea078ca73109e,2026-09-23T00:00:27+08:00,local,Correct class mechanics and refresh research builds and rankings,engine-reviewed,already correct; unresolved script,"Damage-only Tracking, available Mage Armor and learned Death ranks checked against current defaults. SWD/Early Demise script questions remain T37; clipping respects tick/GCD gates."
ff1d3dc2c0ec436385ee84745ff26366a3340209,2026-09-23T00:02:33+08:00,local,Refresh bundled spell and consumable display metadata,integration-reviewed,,Bundled spell/consume metadata update reviewed; no engine stat change. Current display fallbacks remain source-tagged.
2c31b67506b62cd52f31cd2854e54bf00189b9e1,2026-09-23T00:21:06+08:00,local,Preserve imported buffs when controls change visibility,integration-reviewed,,Visibility no longer mutates imported buffs. Current exact-profile hash and field preservation reviewed.
8ce872cfddae0560675b918a0850cc5b5434c497,2026-09-23T00:54:58+08:00,local,Refresh gear selections for finalized builds across every race,integration-reviewed,,Independent gear confirmation uses conservative uncertainty sum. Current complete presets match stored requests; old results stay historical.
a8c419e913981582dfee717ac092c738b2cb85c7,2026-09-23T08:19:04+08:00,local,Resolve source-backed checks and prioritize remaining DPS uncertainties,integration-reviewed,,"Disposition register distinguishes source evidence, explicit assumptions and server tests; not all questions are claimed resolved."
646d1c914c3d733d439a8011e595d6dd45ce3874,2026-09-23T19:00:44+08:00,local,Model normalized Forever Warrior rage and refresh ranked simulations,engine-reviewed,explicit assumption; sourced values,"Pet/Penance values checked against captured effects and duration. Current outgoing rage is 4.5/1.3 per second 1H, 4.5 2H and assumed half OH; low-level evidence is not proof at 60."
67e20d8c3bc0d73cc497ada8d7fd3bf8c511eb4d,2026-09-23T19:12:37+08:00,local,Correct published Warrior rage disclosure,integration-reviewed,,"Rage disclosure correction only; current outgoing rule is 4.5/1.3 ≈ 3.46 per weapon-second for one-hand and 4.5 for two-hand, with provisional half-rate off-hand. Checked against current code, not 1.3 RPS."
7fe1b5366a832c5efdc99798e7b4e867ce1a57b3,2026-09-23T20:54:35+08:00,local,Reconcile Forever combat mechanics with client and upstream data,engine-reviewed,mixed evidence; intentional differences,Queued Heroic/Cleave is retained instead of unverified instant upstream behavior. Incoming rage extrapolation and twist trigger assumptions are disclosed in T02/T50/T53.
374c75267596feef30d0f6919dc0b8bca8967c45,2026-09-23T23:15:34+08:00,local,Model Forever haste channels and add physical Ret gear benchmark,engine-reviewed,approved model; later refinement,Channels use general SpellHaste while later cast-speed-only distinction excludes Berserking from channel haste; physical GCD rule remains explicit. Physical Ret still has conversion talent.
e5b7625230f2a4bebc848609c55ea6c2cf4f0a97,2026-09-23T23:21:08+08:00,local,Cover hasted two-tick APL channel clipping,integration-reviewed,,Tick-aligned clipping regression reviewed; not unconditional two-tick clipping.
71851675a5376438b49a33c78755412c4fc23198,2026-09-24T08:41:13+08:00,local,Restore Classic Hunter Auto Shot wind-up and refresh rankings,engine-reviewed,already correct,"Hunter Auto Shot uses the original half-second hasted wind-up/casting restrictions. Aimed/weapon-shot exceptions and projectile speed are separate, not a global instant-auto bypass."
1f106e293d2bcd312105b1cfd0e2a130db61d960,2026-09-24T19:58:20+08:00,local,"Correct Forever pet and periodic mechanics, add Sunder provider and Physical Ret",engine-reviewed,approved assumptions; sourced constants,"Pet owner-scaling split, 10 Focus/sec, attack-speed hit amounts, dynamic periodic damage and Sunder provider checked. Pet coefficients/T40/T52 remain declared assumptions; no new coefficients invented."
